food_type,category,food_group,moisture_level,oil_content,storage_condition,temperature,packaging,time_since_prep_hours,remaining_consumable_hours
dal_tadka,veg,curry,high,low,fridge,6.5,open,17.1,13.99
roti,veg,bread,low,low,fridge,7.7,closed,31.5,19.1
chicken_curry,nonveg,curry,high,medium,fridge,5.4,open,38.5,0.0
halwa,veg,sweet,medium,high,fridge,4.1,open,41.6,7.67
halwa,veg,sweet,medium,high,room,25.6,open,28.1,0.0
jeera_rice,veg,rice,medium,low,room,28.9,open,19.3,0.0
chicken_biryani,nonveg,rice,medium,medium,room,34.7,open,18.8,0.0
idli,veg,breakfast,medium,low,room,29.1,open,28.7,0.0
dal_tadka,veg,curry,high,low,room,24.7,closed,8.4,3.7
naan,veg,bread,low,medium,fridge,4.4,open,7.1,32.58
dosa,veg,breakfast,medium,low,fridge,2.2,closed,45.6,0.0
pakora,veg,fried,low,high,fridge,6.6,open,40.1,0.0
dosa,veg,breakfast,medium,low,room,29.9,closed,12.4,0.0
milk,dairy,liquid,high,low,room,28.5,open,36.3,0.0
idli,veg,breakfast,medium,low,room,24.2,closed,45.9,0.0
dal_tadka,veg,curry,high,low,room,27.5,open,32.9,0.0
fish_curry,nonveg,curry,high,low,fridge,6.7,open,7.6,11.07
samosa,veg,fried,low,high,room,37.7,open,26.9,0.0
curd,dairy,liquid,high,low,room,30.6,open,11.6,0.0
milk,dairy,liquid,high,low,fridge,6.9,closed,33.2,4.06
samosa,veg,fried,low,high,room,36.8,closed,39.1,0.0
roti,veg,bread,low,low,room,35.2,open,25.0,0.0
idli,veg,breakfast,medium,low,room,24.3,closed,42.7,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,3.9,open,11.2,15.35
fish_curry,nonveg,curry,high,low,fridge,3.0,closed,20.9,4.08
samosa,veg,fried,low,high,fridge,2.6,closed,44.1,3.11
plain_rice,veg,rice,medium,low,room,33.7,closed,20.3,0.0
dosa,veg,breakfast,medium,low,room,27.3,closed,0.6,9.32
idli,veg,breakfast,medium,low,room,33.2,open,30.8,0.0
samosa,veg,fried,low,high,fridge,5.1,open,24.1,18.49
veg_pulao,veg,rice,medium,medium,room,27.1,closed,31.0,0.0
dosa,veg,breakfast,medium,low,fridge,5.9,closed,14.2,25.09
idli,veg,breakfast,medium,low,room,28.1,open,12.9,0.0
plain_rice,veg,rice,medium,low,fridge,6.4,open,17.4,13.02
veg_pulao,veg,rice,medium,medium,room,37.1,open,5.2,0.32
milk,dairy,liquid,high,low,fridge,7.9,closed,29.8,26.27
roti,veg,bread,low,low,room,32.4,closed,44.7,0.0
chicken_curry,nonveg,curry,high,medium,room,29.7,closed,27.7,0.0
curd,dairy,liquid,high,low,room,32.5,closed,42.1,0.0
roti,veg,bread,low,low,fridge,7.0,closed,44.1,10.27
gulab_jamun,dairy,sweet,high,medium,fridge,7.3,closed,24.8,56.77
pakora,veg,fried,low,high,room,27.0,open,12.2,0.0
paratha,veg,bread,low,high,fridge,6.7,closed,19.0,39.47
plain_rice,veg,rice,medium,low,room,36.7,closed,45.5,0.0
pakora,veg,fried,low,high,room,34.4,closed,20.0,0.0
pakora,veg,fried,low,high,fridge,7.8,closed,7.0,31.33
samosa,veg,fried,low,high,fridge,3.4,closed,33.8,20.44
jeera_rice,veg,rice,medium,low,room,30.2,closed,46.2,0.0
paratha,veg,bread,low,high,room,31.9,open,0.6,17.31
gulab_jamun,dairy,sweet,high,medium,fridge,3.4,closed,19.6,60.24
halwa,veg,sweet,medium,high,room,32.8,closed,44.8,0.0
chicken_curry,nonveg,curry,high,medium,fridge,2.0,open,36.5,0.0
paratha,veg,bread,low,high,room,29.5,open,13.4,7.61
milk,dairy,liquid,high,low,room,26.4,open,2.3,3.64
paratha,veg,bread,low,high,fridge,7.7,open,18.9,26.88
chicken_curry,nonveg,curry,high,medium,fridge,6.7,closed,23.0,5.73
chicken_curry,nonveg,curry,high,medium,fridge,3.6,open,25.5,3.0
roti,veg,bread,low,low,fridge,2.8,open,7.1,51.26
plain_rice,veg,rice,medium,low,fridge,4.7,closed,20.2,22.85
dal_tadka,veg,curry,high,low,room,36.6,open,29.9,0.0
pakora,veg,fried,low,high,room,27.6,open,46.5,0.0
chicken_curry,nonveg,curry,high,medium,room,35.1,open,10.1,0.0
curd,dairy,liquid,high,low,room,35.2,closed,28.0,0.0
veg_pulao,veg,rice,medium,medium,room,34.0,closed,33.8,0.0
naan,veg,bread,low,medium,room,33.3,open,29.8,0.0
paneer_butter_masala,dairy,curry,high,medium,room,33.5,open,3.5,3.38
veg_pulao,veg,rice,medium,medium,fridge,7.0,open,41.6,0.0
pakora,veg,fried,low,high,fridge,5.6,closed,21.8,24.47
idli,veg,breakfast,medium,low,fridge,2.9,closed,24.3,8.29
curd,dairy,liquid,high,low,fridge,7.1,open,38.0,16.51
roti,veg,bread,low,low,room,31.6,open,34.7,0.0
samosa,veg,fried,low,high,room,24.5,closed,16.3,6.81
paneer_butter_masala,dairy,curry,high,medium,fridge,6.9,open,45.9,0.0
paratha,veg,bread,low,high,fridge,5.1,open,16.6,28.54
naan,veg,bread,low,medium,fridge,2.6,open,20.0,30.14
chicken_biryani,nonveg,rice,medium,medium,room,33.7,open,6.5,1.18
dosa,veg,breakfast,medium,low,room,31.4,open,25.3,0.0
curd,dairy,liquid,high,low,room,28.9,closed,21.5,0.0
jeera_rice,veg,rice,medium,low,fridge,6.8,closed,19.5,26.92
jeera_rice,veg,rice,medium,low,room,29.6,open,28.2,0.0
idli,veg,breakfast,medium,low,room,28.4,open,42.4,0.0
samosa,veg,fried,low,high,room,29.4,open,24.6,0.0
roti,veg,bread,low,low,fridge,2.8,closed,10.0,59.87
samosa,veg,fried,low,high,room,24.8,open,43.0,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,5.1,closed,30.5,6.38
fish_curry,nonveg,curry,high,low,fridge,2.1,closed,24.8,0.0
roti,veg,bread,low,low,room,34.8,closed,28.6,0.0
jeera_rice,veg,rice,medium,low,room,33.7,closed,14.6,0.0
curd,dairy,liquid,high,low,fridge,2.3,open,20.2,20.85
naan,veg,bread,low,medium,room,31.2,open,6.1,9.15
dal_tadka,veg,curry,high,low,fridge,3.3,closed,9.9,22.64
samosa,veg,fried,low,high,room,36.4,closed,28.0,0.0
samosa,veg,fried,low,high,fridge,4.3,open,2.0,43.08
dosa,veg,breakfast,medium,low,fridge,3.3,open,11.4,14.18
jeera_rice,veg,rice,medium,low,room,34.5,open,23.8,0.0
paneer_butter_masala,dairy,curry,high,medium,room,28.0,open,18.9,0.0
chicken_biryani,nonveg,rice,medium,medium,room,25.7,closed,40.1,0.0
milk,dairy,liquid,high,low,room,32.4,open,45.9,0.0
samosa,veg,fried,low,high,room,37.8,closed,15.1,0.0
plain_rice,veg,rice,medium,low,room,31.6,open,0.3,9.42
samosa,veg,fried,low,high,fridge,3.9,open,18.9,12.36
curd,dairy,liquid,high,low,fridge,3.2,open,33.3,9.04
roti,veg,bread,low,low,room,28.8,closed,8.4,12.62
naan,veg,bread,low,medium,room,37.9,closed,26.1,0.0
dal_tadka,veg,curry,high,low,room,24.3,closed,6.7,4.23
dosa,veg,breakfast,medium,low,fridge,2.1,closed,34.4,0.0
chicken_curry,nonveg,curry,high,medium,fridge,4.5,open,28.6,0.91
dal_tadka,veg,curry,high,low,room,33.7,closed,46.4,0.0
pakora,veg,fried,low,high,room,27.1,closed,18.0,0.0
chicken_curry,nonveg,curry,high,medium,fridge,5.6,open,45.6,0.0
samosa,veg,fried,low,high,fridge,6.7,open,8.1,22.39
jeera_rice,veg,rice,medium,low,fridge,4.0,closed,38.7,0.0
halwa,veg,sweet,medium,high,room,26.7,open,38.9,0.0
veg_pulao,veg,rice,medium,medium,fridge,6.9,closed,46.4,0.0
curd,dairy,liquid,high,low,fridge,4.3,open,21.2,20.73
chicken_curry,nonveg,curry,high,medium,fridge,2.0,closed,44.9,0.0
dosa,veg,breakfast,medium,low,fridge,6.6,closed,45.5,0.0
fish_curry,nonveg,curry,high,low,fridge,5.0,open,13.7,4.25
halwa,veg,sweet,medium,high,fridge,6.0,open,25.0,26.7
curd,dairy,liquid,high,low,fridge,6.3,open,20.2,42.99
gulab_jamun,dairy,sweet,high,medium,fridge,4.1,closed,30.5,36.14
dal_tadka,veg,curry,high,low,fridge,7.7,open,10.0,23.17
roti,veg,bread,low,low,fridge,5.2,closed,8.9,38.44
roti,veg,bread,low,low,fridge,2.5,closed,2.3,58.08
samosa,veg,fried,low,high,room,28.0,closed,17.3,0.0
paratha,veg,bread,low,high,fridge,2.9,open,24.7,34.46
idli,veg,breakfast,medium,low,room,26.7,closed,16.6,0.0
curd,dairy,liquid,high,low,fridge,2.6,open,17.9,28.34
samosa,veg,fried,low,high,fridge,2.6,closed,7.1,44.34
fish_curry,nonveg,curry,high,low,room,30.2,open,29.1,0.0
plain_rice,veg,rice,medium,low,room,27.3,closed,45.6,0.0
pakora,veg,fried,low,high,fridge,7.5,open,46.5,0.0
jeera_rice,veg,rice,medium,low,room,27.9,closed,1.8,10.07
paneer_butter_masala,dairy,curry,high,medium,room,32.5,closed,38.6,0.0
curd,dairy,liquid,high,low,room,27.1,open,10.0,0.66
milk,dairy,liquid,high,low,room,27.8,closed,5.2,1.93
roti,veg,bread,low,low,room,26.4,open,13.6,4.55
paneer_butter_masala,dairy,curry,high,medium,fridge,6.1,closed,23.4,1.93
pakora,veg,fried,low,high,fridge,3.0,open,14.4,22.91
fish_curry,nonveg,curry,high,low,fridge,7.9,open,33.3,0.0
idli,veg,breakfast,medium,low,room,27.3,open,28.7,0.0
idli,veg,breakfast,medium,low,room,35.2,open,45.3,0.0
jeera_rice,veg,rice,medium,low,fridge,4.4,open,14.8,23.65
milk,dairy,liquid,high,low,room,36.8,open,24.5,0.0
chicken_curry,nonveg,curry,high,medium,room,35.3,closed,32.8,0.0
roti,veg,bread,low,low,room,24.0,closed,47.0,0.0
idli,veg,breakfast,medium,low,fridge,6.9,closed,32.0,10.56
dal_tadka,veg,curry,high,low,fridge,3.1,closed,8.8,24.8
samosa,veg,fried,low,high,room,37.4,open,21.9,0.0
gulab_jamun,dairy,sweet,high,medium,room,36.4,closed,14.1,1.9
milk,dairy,liquid,high,low,room,26.2,open,43.7,0.0
chicken_biryani,nonveg,rice,medium,medium,room,35.0,closed,45.2,0.0
paratha,veg,bread,low,high,room,26.0,closed,12.4,18.13
chicken_biryani,nonveg,rice,medium,medium,fridge,5.3,closed,4.6,25.81
paneer_butter_masala,dairy,curry,high,medium,fridge,5.9,open,8.8,22.89
milk,dairy,liquid,high,low,room,33.2,open,6.2,0.0
naan,veg,bread,low,medium,fridge,3.7,closed,41.7,8.28
halwa,veg,sweet,medium,high,room,34.7,open,13.0,3.34
gulab_jamun,dairy,sweet,high,medium,room,28.0,closed,15.8,7.77
veg_pulao,veg,rice,medium,medium,fridge,6.9,closed,35.5,0.0
paneer_butter_masala,dairy,curry,high,medium,room,28.4,open,41.2,0.0
chicken_curry,nonveg,curry,high,medium,room,35.4,closed,32.9,0.0
milk,dairy,liquid,high,low,room,33.6,open,35.5,0.0
dal_tadka,veg,curry,high,low,room,26.6,open,23.5,0.0
dal_tadka,veg,curry,high,low,room,27.0,open,32.9,0.0
milk,dairy,liquid,high,low,room,30.5,open,45.0,0.0
fish_curry,nonveg,curry,high,low,room,37.9,closed,37.3,0.0
milk,dairy,liquid,high,low,fridge,7.7,closed,7.9,41.1
paratha,veg,bread,low,high,fridge,6.5,closed,3.6,51.32
paneer_butter_masala,dairy,curry,high,medium,room,32.8,closed,28.6,0.0
curd,dairy,liquid,high,low,room,28.5,open,36.1,0.0
milk,dairy,liquid,high,low,fridge,6.7,closed,35.8,2.26
samosa,veg,fried,low,high,fridge,6.3,open,16.7,23.76
milk,dairy,liquid,high,low,room,26.1,closed,0.7,7.3
roti,veg,bread,low,low,fridge,3.7,closed,11.7,54.12
chicken_biryani,nonveg,rice,medium,medium,fridge,5.9,open,1.5,31.56
samosa,veg,fried,low,high,fridge,8.0,open,17.6,24.81
chicken_curry,nonveg,curry,high,medium,room,25.7,closed,13.3,0.0
plain_rice,veg,rice,medium,low,fridge,6.6,closed,14.7,34.23
veg_pulao,veg,rice,medium,medium,room,25.6,open,21.0,0.0
fish_curry,nonveg,curry,high,low,room,30.0,closed,42.6,0.0
jeera_rice,veg,rice,medium,low,fridge,5.4,open,44.1,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,2.3,open,44.7,0.0
chicken_curry,nonveg,curry,high,medium,room,29.0,open,1.2,5.29
roti,veg,bread,low,low,fridge,3.2,open,46.7,7.9
gulab_jamun,dairy,sweet,high,medium,room,28.0,closed,0.4,20.66
gulab_jamun,dairy,sweet,high,medium,room,24.4,closed,11.6,8.42
curd,dairy,liquid,high,low,fridge,2.4,open,6.9,36.5
curd,dairy,liquid,high,low,room,25.4,open,47.7,0.0
chicken_biryani,nonveg,rice,medium,medium,room,24.4,open,25.0,0.0
milk,dairy,liquid,high,low,room,29.9,closed,45.0,0.0
dal_tadka,veg,curry,high,low,fridge,4.7,open,15.5,10.67
gulab_jamun,dairy,sweet,high,medium,room,25.5,closed,46.4,0.0
veg_pulao,veg,rice,medium,medium,room,29.4,open,2.6,6.61
halwa,veg,sweet,medium,high,room,27.5,closed,4.5,24.74
pakora,veg,fried,low,high,room,32.5,open,29.5,0.0
fish_curry,nonveg,curry,high,low,fridge,5.8,closed,28.7,0.0
curd,dairy,liquid,high,low,room,25.5,closed,32.2,0.0
veg_pulao,veg,rice,medium,medium,fridge,6.2,closed,45.7,0.0
plain_rice,veg,rice,medium,low,room,31.9,open,33.4,0.0
paneer_butter_masala,dairy,curry,high,medium,room,25.7,closed,45.3,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,6.4,open,24.8,7.69
jeera_rice,veg,rice,medium,low,fridge,6.7,closed,13.5,20.71
halwa,veg,sweet,medium,high,fridge,2.7,closed,44.2,29.31
dosa,veg,breakfast,medium,low,room,25.2,open,5.4,4.82
chicken_biryani,nonveg,rice,medium,medium,fridge,5.5,open,14.2,14.43
pakora,veg,fried,low,high,room,27.5,open,9.3,4.8
paneer_butter_masala,dairy,curry,high,medium,room,36.9,open,31.2,0.0
chicken_curry,nonveg,curry,high,medium,fridge,5.4,closed,39.5,0.0
plain_rice,veg,rice,medium,low,fridge,7.6,closed,14.3,26.4
idli,veg,breakfast,medium,low,room,27.3,closed,33.8,0.0
samosa,veg,fried,low,high,room,30.4,open,16.2,1.17
paneer_butter_masala,dairy,curry,high,medium,room,30.2,closed,18.8,0.0
gulab_jamun,dairy,sweet,high,medium,room,35.2,closed,27.7,0.0
curd,dairy,liquid,high,low,room,27.3,open,26.8,0.0
roti,veg,bread,low,low,fridge,2.6,closed,10.4,41.94
pakora,veg,fried,low,high,room,37.9,closed,36.4,0.0
pakora,veg,fried,low,high,fridge,7.4,closed,28.2,8.64
dal_tadka,veg,curry,high,low,room,35.0,closed,31.4,0.0
dal_tadka,veg,curry,high,low,room,38.0,closed,14.3,0.0
fish_curry,nonveg,curry,high,low,fridge,5.1,open,15.4,3.14
fish_curry,nonveg,curry,high,low,room,35.9,closed,42.8,0.0
samosa,veg,fried,low,high,fridge,3.4,closed,46.6,3.92
chicken_biryani,nonveg,rice,medium,medium,fridge,3.4,closed,18.2,15.35
samosa,veg,fried,low,high,fridge,3.7,open,32.1,16.52
fish_curry,nonveg,curry,high,low,room,32.6,closed,33.3,0.0
pakora,veg,fried,low,high,fridge,3.8,closed,42.9,5.64
roti,veg,bread,low,low,fridge,3.2,closed,29.4,41.86
chicken_curry,nonveg,curry,high,medium,fridge,7.6,closed,26.4,6.13
veg_pulao,veg,rice,medium,medium,room,28.1,open,21.2,0.0
samosa,veg,fried,low,high,room,33.8,closed,40.8,0.0
paratha,veg,bread,low,high,room,31.4,closed,15.7,10.42
dal_tadka,veg,curry,high,low,room,25.0,closed,12.6,2.79
dosa,veg,breakfast,medium,low,fridge,7.4,open,19.9,15.55
chicken_biryani,nonveg,rice,medium,medium,room,26.7,open,44.4,0.0
idli,veg,breakfast,medium,low,room,37.1,open,2.7,9.51
plain_rice,veg,rice,medium,low,room,25.7,closed,23.0,0.0
milk,dairy,liquid,high,low,room,25.4,closed,16.8,0.0
roti,veg,bread,low,low,room,28.9,closed,32.1,0.0
curd,dairy,liquid,high,low,fridge,7.5,open,30.9,24.39
samosa,veg,fried,low,high,room,31.9,closed,1.0,17.73
jeera_rice,veg,rice,medium,low,room,25.8,closed,15.9,0.0
fish_curry,nonveg,curry,high,low,room,27.2,closed,21.4,0.0
dal_tadka,veg,curry,high,low,room,37.4,open,33.6,0.0
roti,veg,bread,low,low,room,31.2,open,43.1,0.0
idli,veg,breakfast,medium,low,room,31.0,closed,4.7,5.3
samosa,veg,fried,low,high,fridge,4.3,open,15.6,22.46
paratha,veg,bread,low,high,room,30.0,closed,20.6,4.11
paratha,veg,bread,low,high,fridge,6.2,open,14.9,48.39
pakora,veg,fried,low,high,room,25.0,open,0.9,12.63
plain_rice,veg,rice,medium,low,room,25.5,closed,24.4,0.0
dosa,veg,breakfast,medium,low,fridge,3.4,closed,41.8,0.0
halwa,veg,sweet,medium,high,fridge,4.1,open,19.7,35.99
chicken_biryani,nonveg,rice,medium,medium,room,37.1,open,6.7,0.0
dosa,veg,breakfast,medium,low,room,26.8,closed,3.1,7.6
naan,veg,bread,low,medium,room,29.1,closed,22.7,0.0
naan,veg,bread,low,medium,fridge,8.0,open,41.3,0.0
curd,dairy,liquid,high,low,room,33.4,closed,23.1,0.0
dosa,veg,breakfast,medium,low,room,29.9,closed,22.1,0.0
chicken_curry,nonveg,curry,high,medium,room,31.8,open,12.6,0.0
veg_pulao,veg,rice,medium,medium,fridge,5.6,closed,7.2,29.24
paratha,veg,bread,low,high,fridge,7.7,closed,8.9,68.32
curd,dairy,liquid,high,low,room,35.1,closed,2.7,4.86
halwa,veg,sweet,medium,high,fridge,7.2,open,26.7,49.94
plain_rice,veg,rice,medium,low,fridge,3.8,closed,20.3,23.4
dosa,veg,breakfast,medium,low,room,32.4,open,0.1,7.09
naan,veg,bread,low,medium,fridge,2.6,open,24.1,26.4
fish_curry,nonveg,curry,high,low,fridge,7.1,closed,7.1,22.03
naan,veg,bread,low,medium,room,31.0,closed,11.2,6.71
dosa,veg,breakfast,medium,low,room,37.2,open,5.6,0.38
pakora,veg,fried,low,high,fridge,6.3,open,25.3,12.33
chicken_curry,nonveg,curry,high,medium,fridge,5.4,closed,10.6,18.16
dal_tadka,veg,curry,high,low,room,35.1,open,40.2,0.0
milk,dairy,liquid,high,low,fridge,3.2,closed,9.7,44.21
idli,veg,breakfast,medium,low,fridge,3.1,open,7.4,27.34
plain_rice,veg,rice,medium,low,room,27.9,closed,0.9,15.5
samosa,veg,fried,low,high,room,26.8,open,33.0,0.0
paneer_butter_masala,dairy,curry,high,medium,room,29.9,open,27.0,0.0
samosa,veg,fried,low,high,fridge,5.7,open,28.1,20.81
plain_rice,veg,rice,medium,low,room,34.4,open,20.5,0.0
milk,dairy,liquid,high,low,room,35.3,closed,8.4,0.0
chicken_curry,nonveg,curry,high,medium,room,24.6,open,31.0,0.0
plain_rice,veg,rice,medium,low,fridge,6.4,open,24.1,9.78
dosa,veg,breakfast,medium,low,fridge,6.4,closed,27.7,0.96
veg_pulao,veg,rice,medium,medium,fridge,6.3,closed,44.2,0.0
gulab_jamun,dairy,sweet,high,medium,fridge,4.3,open,3.5,68.56
pakora,veg,fried,low,high,fridge,5.3,closed,14.5,30.03
paneer_butter_masala,dairy,curry,high,medium,room,26.8,closed,38.3,0.0
curd,dairy,liquid,high,low,fridge,2.6,closed,40.9,27.46
pakora,veg,fried,low,high,room,25.0,closed,30.4,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,4.5,open,2.0,20.04
naan,veg,bread,low,medium,fridge,6.8,open,16.6,34.41
chicken_curry,nonveg,curry,high,medium,fridge,6.5,closed,45.7,0.0
halwa,veg,sweet,medium,high,room,24.0,open,34.9,0.0
idli,veg,breakfast,medium,low,room,30.7,open,45.3,0.0
jeera_rice,veg,rice,medium,low,room,27.5,open,32.4,0.0
roti,veg,bread,low,low,fridge,2.5,open,17.5,32.37
dosa,veg,breakfast,medium,low,fridge,3.6,closed,39.3,0.0
milk,dairy,liquid,high,low,fridge,3.9,closed,29.0,7.4
pakora,veg,fried,low,high,fridge,5.6,open,9.5,23.8
jeera_rice,veg,rice,medium,low,fridge,4.0,open,41.0,1.1
idli,veg,breakfast,medium,low,fridge,4.3,open,26.1,4.12
jeera_rice,veg,rice,medium,low,room,33.6,closed,17.2,0.0
roti,veg,bread,low,low,fridge,5.4,closed,3.8,67.72
chicken_curry,nonveg,curry,high,medium,fridge,2.7,closed,4.3,31.77
chicken_curry,nonveg,curry,high,medium,fridge,5.3,open,39.0,0.0
roti,veg,bread,low,low,room,36.2,closed,1.1,14.93
idli,veg,breakfast,medium,low,room,36.1,closed,3.7,9.31
idli,veg,breakfast,medium,low,fridge,4.7,open,37.4,0.0
veg_pulao,veg,rice,medium,medium,room,31.2,open,29.6,0.0
milk,dairy,liquid,high,low,fridge,7.1,closed,36.9,6.45
chicken_curry,nonveg,curry,high,medium,fridge,4.8,closed,31.8,0.0
samosa,veg,fried,low,high,room,34.7,closed,23.4,0.0
paneer_butter_masala,dairy,curry,high,medium,fridge,5.6,open,24.2,0.32
chicken_biryani,nonveg,rice,medium,medium,room,24.3,closed,29.9,0.0
samosa,veg,fried,low,high,room,30.6,closed,12.4,3.49
milk,dairy,liquid,high,low,room,35.3,closed,30.1,0.0
chicken_curry,nonveg,curry,high,medium,room,33.5,open,14.6,0.0
chicken_curry,nonveg,curry,high,medium,room,24.3,closed,16.3,0.0
plain_rice,veg,rice,medium,low,room,24.3,closed,27.3,0.0
jeera_rice,veg,rice,medium,low,room,24.6,open,22.4,0.0
pakora,veg,fried,low,high,fridge,2.4,closed,43.1,0.0
samosa,veg,fried,low,high,room,25.3,closed,13.2,10.88
paratha,veg,bread,low,high,room,35.1,closed,27.6,0.0
chicken_biryani,nonveg,rice,medium,medium,fridge,4.2,closed,32.4,3.48
curd,dairy,liquid,high,low,fridge,7.0,open,4.2,39.86
chicken_biryani,nonveg,rice,medium,medium,room,28.2,closed,43.4,0.0
halwa,veg,sweet,medium,high,fridge,3.6,closed,37.9,23.11
roti,veg,bread,low,low,fridge,3.7,closed,45.0,5.8
paneer_butter_masala,dairy,curry,high,medium,fridge,4.7,open,12.5,16.38
fish_curry,nonveg,curry,high,low,room,34.3,open,45.6,0.0
chicken_curry,nonveg,curry,high,medium,fridge,6.6,closed,30.9,4.84
pakora,veg,fried,low,high,room,25.7,open,7.7,8.78
veg_pulao,veg,rice,medium,medium,room,30.9,closed,10.6,0.0
samosa,veg,fried,low,high,room,33.6,closed,28.8,0.0
roti,veg,bread,low,low,room,30.0,open,10.9,6.84
samosa,veg,fried,low,high,fridge,2.1,closed,42.5,3.59
gulab_jamun,dairy,sweet,high,medium,room,25.9,open,6.0,13.65
fish_curry,nonveg,curry,high,low,room,25.4,closed,24.9,0.0
gulab_jamun,dairy,sweet,high,medium,room,30.2,closed,14.0,4.45
halwa,veg,sweet,medium,high,room,25.2,closed,44.0,0.0
chicken_curry,nonveg,curry,high,medium,fridge,2.7,closed,34.5,0.41
chicken_curry,nonveg,curry,high,medium,fridge,3.9,closed,37.7,0.0
chicken_curry,nonveg,curry,high,medium,fridge,5.9,open,34.3,0.0
halwa,veg,sweet,medium,high,fridge,7.5,open,7.7,43.4
roti,veg,bread,low,low,room,32.6,closed,43.9,0.0
dal_tadka,veg,curry,high,low,room,32.5,closed,8.2,5.88
veg_pulao,veg,rice,medium,medium,fridge,6.1,closed,39.8,0.26
samosa,veg,fried,low,high,fridge,5.6,open,13.8,25.11
dosa,veg,breakfast,medium,low,room,36.4,closed,34.1,0.0
roti,veg,bread,low,low,room,31.2,open,19.3,0.0
roti,veg,bread,low,low,fridge,4.2,closed,5.1,48.65
halwa,veg,sweet,medium,high,fridge,2.2,closed,33.3,51.41
jeera_rice,veg,rice,medium,low,fridge,3.6,closed,32.1,15.98
dosa,veg,breakfast,medium,low,room,37.7,open,5.6,2.02
gulab_jamun,dairy,sweet,high,medium,fridge,4.5,open,23.4,38.51
curd,dairy,liquid,high,low,fridge,3.6,open,46.9,9.43
roti,veg,bread,low,low,fridge,2.8,closed,48.0,0.0
paratha,veg,bread,low,high,room,31.9,closed,2.4,15.21
fish_curry,nonveg,curry,high,low,room,29.7,open,6.9,1.5
pakora,veg,fried,low,high,fridge,5.1,open,21.4,18.7
paratha,veg,bread,low,high,fridge,6.9,open,36.1,31.56
naan,veg,bread,low,medium,room,31.4,closed,1.2,14.24
curd,dairy,liquid,high,low,room,31.5,open,35.3,0.0
halwa,veg,sweet,medium,high,room,25.8,open,10.2,13.71
milk,dairy,liquid,high,low,room,25.6,closed,9.1,0.35
roti,veg,bread,low,low,room,33.9,closed,8.2,11.31
milk,dairy,liquid,high,low,room,30.6,closed,19.1,0.0
naan,veg,bread,low,medium,fridge,5.8,open,21.6,21.52
fish_curry,nonveg,curry,high,low,fridge,7.9,closed,13.6,9.92
roti,veg,bread,low,low,room,25.3,closed,10.6,13.92
curd,dairy,liquid,high,low,room,32.3,closed,43.9,0.0
jeera_rice,veg,rice,medium,low,fridge,3.1,closed,20.8,21.52
pakora,veg,fried,low,high,room,25.0,open,7.3,3.76
dosa,veg,breakfast,medium,low,fridge,6.8,closed,30.5,0.0
milk,dairy,liquid,high,low,room,26.3,open,15.5,0.0
milk,dairy,liquid,high,low,room,30.3,closed,26.7,0.0
chicken_curry,nonveg,curry,high,medium,room,31.1,open,18.2,0.0
samosa,veg,fried,low,high,room,25.5,open,40.5,0.0
pakora,veg,fried,low,high,fridge,7.4,open,10.4,22.86
chicken_biryani,nonveg,rice,medium,medium,fridge,6.1,closed,11.5,27.77
halwa,veg,sweet,medium,high,fridge,4.0,closed,1.5,62.07
dal_tadka,veg,curry,high,low,fridge,5.5,closed,30.7,17.01
jeera_rice,veg,rice,medium,low,room,28.3,open,26.3,0.0
halwa,veg,sweet,medium,high,fridge,7.5,closed,20.7,48.03
dosa,veg,breakfast,medium,low,room,32.6,closed,34.9,0.0
